Date;Text;Ticker
2022-03-21-16:49:17;b'\xf0\x9f\x8e\x81GIVEAWAY!\xf0\x9f\x8e\x81\xf0\x9f\x93\x8cProject - @metadopt Prizes:\xf0\x9f\x8f\x861 SOL ($92)\xf0\x9f\x8f\x861X NFT\xf0\x9f\x8f\x861X - Solhub Discord invsTo enter:1\xe2\x83\xa3Follow - @metadopt   / @koolk1234562\xe2\x83\xa3RT+LIKE3\xe2\x83\xa3Tag 3 frensBonus entry , Join -  Winners ! Ends in 24 hours\xe2\x8f\xb0#ad #Solana #SolanaGiveaway ';Solana
2022-03-21-16:49:18;b'\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x8e\x81 $SOL GIVEAWAY \xf0\x9f\x8e\x81\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x92\x8e 1x #Solana (worth +$95)1\xef\xb8\x8f\xe2\x83\xa3 Like and RT2\xef\xb8\x8f\xe2\x83\xa3 Follow @QuokkaZoneNFT and @MythicBeastClan 3\xef\xb8\x8f\xe2\x83\xa3 Tag 2 friends!\xe2\x8c\x9b\xef\xb8\x8f 24h#NFT #NFTGiveaway #NFTCommunity #NOTIGANG #SolanaGiveaways ';Solana
2022-03-21-16:49:18;b'In December, before the 0.2 bill mint from @OldMoneyNFT I was airdropped some 0.2s and mfer wouldnt you know it, they were beauties.Going by the FLOOR price (half of them are way above floor price) today they are worth roughly 8k ADA.Invest in teams with real vision and HODL';Cardano
2022-03-21-16:49:18;b'\xf0\x9f\x9a\xa8GIVEAWAY\xf0\x9f\x9a\xa8Prize:\xf0\x9f\x8f\x86$25 in $SOLTo enter:1\xe2\x83\xa3Follow @SolSammi &amp @voidedsol2\xe2\x83\xa3RT &amp Like3\xe2\x83\xa3Tag 3 Friends24H #NOTISQUAD #Solana #SolanaGiveaways';Solana
2022-03-21-16:49:18;b'\xf0\x9f\x8e\x81GIVEAWAY\xf0\x9f\x8e\x81Wager your Sock NFT against an opponents NFT. The winner takes the losers NFT.\xf0\x9f\x8f\x86Winnings:\xf0\x9f\x92\xb50.2 SOL 10x WL spots\xf0\x9f\x93\x9cRequirments:1\xe2\x83\xa3 Follow @SolSanta_ and @SniperApes2\xe2\x83\xa3 Retweet3\xe2\x83\xa3 Tag 3 pals\xe2\x8f\xb0Ends in 24 hours#solana #SolanaGiveaways  #NFTGiveaway ';Solana
2022-03-21-16:49:18;b'\xf0\x9f\x91\x91 #NFTGiveaway \xf0\x9f\x91\x91\xf0\x9f\x94\xbb0.5 SOL - 50$ \xf0\x9f\x92\xb5\xf0\x9f\x94\xbbx 5 FlatforFlip #NFT WL Spots ( 0.2 $ETH )1\xe2\x83\xa3 Follow @FlatforFlipNFT &amp @sherloNft2\xe2\x83\xa3 Like &amp RT 3\xe2\x83\xa3 Tag 2 friends\xe2\x9c\xa8\xf0\x9f\x8c\xb9 Bonus join Discord in Bio48 HRS\xe2\x8f\xb0#NFTs #NFTCommunity #NFTCollection #NFTdrop #Solana #Opensea #ETH ';Solana
2022-03-21-16:49:18;b'\xf0\x9f\x8e\x81 SOL #GIVEAWAY! \xf0\x9f\x8e\x81Prize:\xf0\x9f\x8f\x86 0.5 $SOL (50$)Must:1\xef\xb8\x8f\xe2\x83\xa3 Follow ME &amp @TheWinnersGames2\xef\xb8\x8f\xe2\x83\xa3 Like &amp RT3\xef\xb8\x8f\xe2\x83\xa3 Tag 3 Friendslil bonus entry , join:  (first 500 get free NFTs tickets! + gas fees)1 Winner!24 HR #NFTGiveaway #NFT #Solana ';Solana
2022-03-21-16:49:18;b'TRX online mining, free registration to get 8000TRX, the withdrawal has been proved, sharing to earn 20% commission Registration URL:  us TRX mining platform, become the next multimillionaire \xf0\x9f\x92\xb0\xf0\x9f\x92\xb0 ';Tron
2022-03-21-16:49:18;b'Knfty Creatures #6078 with Head Accessories: Ushanka Hat (0.27%) was sold on  for 62 ADA ($59.96) ';Cardano
2022-03-21-16:49:19;b'\xf0\x9f\x90\x902nd Community Giveaway!\xf0\x9f\x8e\x89Prize: 1 SOL x 3, NFT x 2\xf0\x9f\x8e\x89Enter:1\xe2\x83\xa3 Follow, Like, RT2\xe2\x83\xa3 Join Discord:  Result will be on Discord \xf0\x9f\x98\x834\xe2\x83\xa3 Hidden criteria on Announcement channel#solGiveaway #Solana #NFTGiveaways #SolNFT #NFTCommunitys #NFTdrop #NFTartist ';Solana
2022-03-21-16:49:19;b'\xf0\x9f\x8e\x81GIVEAWAY!\xf0\x9f\x8e\x81\xf0\x9f\x93\x8cProject - @TheSymbolDAOPrizes:\xf0\x9f\x8f\x861 SOL \xf0\x9f\x8f\x865 WL SPOTS\xf0\x9f\x8f\x861X - Solhub Discord invsTo enter:1\xe2\x83\xa3Follow - @TheSymbolDAO/ @koolk1234562\xe2\x83\xa3RT+LIKE3\xe2\x83\xa3Tag 3 frensBonus entry , Join -  Winners ! Ends in 24 hours\xe2\x8f\xb0#ad #Solana #SolanaGiveaway ';Solana
2022-03-21-16:49:19;b'The latest TRON mine in 2022, the first 1000 people who register today can get 800trx for free. 5trc activation, you can get 3% mining income and up to 8% withdrawal. Withdrawals every day. 10% cash back for first-level users. Commission rates can be up to 20%.#TRX #BTC ';Tron
2022-03-21-16:49:19;b'\xf0\x9f\x8e\x89GIVEAWAY!\xf0\x9f\x8e\x89\xf0\x9f\x8f\x86 3 $SOLTO ENTER:1\xef\xb8\x8f\xe2\x83\xa3 Follow @Kittyhill_Sol 2\xef\xb8\x8f\xe2\x83\xa3 Like &amp RT3\xef\xb8\x8f\xe2\x83\xa3 Tag 3 Friends\xf0\x9f\x93\x8dBonus entry: Turn NOTIS ON\xf0\x9f\x94\x94\xe2\x8f\xb0Ends in 24 hours!#SOL #SolanaGiveaway #solana #SolGiveaways #cryptogiveaway';Solana
2022-03-21-16:49:19;b'Hemos embotellado para vosotros, la fuerza de nuestra tierra, el silencio de la bodega, el sol, la sal, la lluvia y el viento. Hemos embotellado la primavera.#T\xc3\xadoPepe #EnRama2022 en la flor de la vida #SueloyVelo ';Solana
2022-03-21-16:49:19;b'\xf0\x9f\xa7\xa1 #Giveaway\xf0\x9f\xa7\xa1Prizes :\xf0\x9f\x8f\x86 10x WL\xf0\x9f\x8f\x86 .5 $SOLTo Win1\xef\xb8\x8f\xe2\x83\xa3 Follow @playsoulsplit &amp @TikiTuka_2\xef\xb8\x8f\xe2\x83\xa3RT + LIKE (also they\xe2\x80\x99re \xf0\x9f\x93\x8c)3\xef\xb8\x8f\xe2\x83\xa3Comment a name for the mascot \xe2\x8f\xb324h #Solana #NFTGiveaway ';Solana
2022-03-21-16:49:19;b'New airdrop: Sun (SUN)Total Reward: $3,600 worth of SUNRate: \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8fWinners: 1,000 Random &amp Top 100Distribution: within 7 working days after airdrop endsBot Airdrop Link:  #Airdrops #Airdropinspector #TRX #Sun #Crypto #Bitcoin';Tron
2022-03-21-16:49:20;b'RT @Btctools: Cardano Price Analysis: All Eyes on $1 as ADA Explodes 8% Daily ';Cardano
2022-03-21-16:49:20;b'Bull Empire #942 sold for 8.5 SOL on Magic Eden';Solana
2022-03-21-16:49:20;b'\xf0\x9f\x8e\x89SOL GIVEAWAY\xf0\x9f\x8e\x89\xf0\x9f\x8f\x860.25 $SOL ($25)\xf0\x9f\x93\x9dTO ENTER\xe2\x80\xa6\xe2\x9c\x85Follow @legacy_sol &amp @player069nft \xe2\x9c\x85LIKE &amp RT\xe2\x9c\x85TAG 3 FRIENDS\xf0\x9f\x8e\xafBONUS entry - join  IN 24 HOURS#solgiveaway #solananfts #NOTISQUAD #solana ';Solana
2022-03-21-16:49:20;b'\xf0\x9f\x8e\x89GIVEAWAY\xf0\x9f\x8e\x89\xf0\x9f\x8f\x86$25 in $SOL1\xe2\x83\xa3Follow @detectivesol2\xe2\x83\xa3Retweet &amp like3\xe2\x83\xa3Tag 3 friends\xf0\x9f\x8e\xafBONUS ENTRY - TURN NOTIS ON24H#Solana  #SolanaGiveaways #NFTGiveaway #NOTISQUAD';Solana
2022-03-21-16:49:20;b'\xe2\x9c\x85Register to get 5888TRX for free \xf0\x9f\x91\x86Recommend TRX mining website.\xf0\x9f\x91\x89Minimum deposit 5trx daily income 3.5%-10%\xf0\x9f\x91\x89The investment cycle is 7-360 days, and the daily income is 3%-20%\xe2\x9c\x85Register link:  TG: ';Tron
2022-03-21-16:49:20;b'Happily holding these Cybogrez earning $14/day! Keeping my fairyz too! @ZankokuLabz \xf0\x9f\x9a\x80 @Solana_GoddessToken $JUNKz at $1.41 \xf0\x9f\x91\x80FP at 21 sol Cybogrez \xf0\x9f\x94\xa5FP at 7.7 sol Fairyz \xf0\x9f\x98\x8dLove it! The team just keeps on grinding! \xf0\x9f\xa4\x9d\xf0\x9f\x92\xaa\xf0\x9f\x91\x8d\xf0\x9f\x99\x8c#SolanaNFTs #NFTStaking #NFTS #NFTCommunity';Solana
2022-03-21-16:49:20;b'Toobemi mining \xe2\x9b\x8f\xef\xb8\x8f will be available to our users very soon. We hope to successfully complete our testing phase.You will be able to transfer your bonus TOOB earnings to TronLink and TrustWallet wallets by mining and lowering the withdrawal limit.#lightseason #toobemi #USDT #TRX ';Tron
2022-03-21-16:49:20;b'What keeps the ball moving?AUCTION LIVE for On The Move\xf0\x9f\x93\xa2only on @formfunction \xf0\x9f\x8c\xb8Reserve Price: 5 $SOL24 Hours! #nfts #solana #SolanaNFT #SolanaNFTDrop #NFTCommunity #NFTdrop #nftart #nftcollectors ';Solana
2022-03-21-16:49:20;b'\xf0\x9f\x8e\x81 SOL GIVEAWAY \xf0\x9f\x8e\x81Prize:\xf0\x9f\x8f\x86 3 $sol ($300)To Enter:\xe2\x9c\x85 Follow @SolSpliff \xe2\x9c\x85 RT &amp Like\xe2\x9c\x85 Bonus - Tag 3 Friends1 winner\xe2\x8f\xb348 Hours#Solana #NFTGiveaway #SolanaNFTs #SolanaGiveaway #SolanaGiveaways ';Solana
2022-03-21-16:49:21;b'\xf0\x9f\x8e\x81 SOL #GIVEAWAY! \xf0\x9f\x8e\x81Prize:\xf0\x9f\x8f\x86 0.5 $SOL (50$)Must:1\xef\xb8\x8f\xe2\x83\xa3 Follow ME &amp @TheWinnersGames2\xef\xb8\x8f\xe2\x83\xa3 Like &amp RT3\xef\xb8\x8f\xe2\x83\xa3 Tag 3 Friendslil bonus entry , join:  (first 500 get free NFTs tickets! + gas fees)1 Winner!24 HR #NFTGiveaway #NFT #Solana ';Solana
2022-03-21-16:49:21;b'\xf0\x9f\x8e\x81 GIVEAWAY \xf0\x9f\x8e\x81 \xf0\x9f\x91\x89Project - @GhostfaceNFTPrize: \xf0\x9f\x8f\x860.5 sol\xf0\x9f\x8f\x861x WL spots To Enter:1\xef\xb8\x8f\xe2\x83\xa3 Follow @GhostfaceNFT &amp @supersol__2\xef\xb8\x8f\xe2\x83\xa3 Like &amp RT 3\xef\xb8\x8f\xe2\x83\xa3 Tag 3 frens4\xef\xb8\x8f\xe2\x83\xa3 Join Discord -  in 24 hours \xf0\x9f\x94\x94#sol #solana #solananfts #nft #nfts #nftcommunity ';Solana
2022-03-21-16:49:21;b'dibalik akun-akun yang walaupun different identity kan ada manusia asli and if you have moral I don\xe2\x80\x99t think having two or more lovers at the same time is right even if it is virtual';Cardano
2022-03-21-16:49:22;b'\xf0\x9f\x8e\x81GIVEAWAY!\xf0\x9f\x8e\x81Prizes: \xf0\x9f\x8f\x861 $SOL ($100)\xf0\x9f\x8f\x8610X WLMust: 1\xe2\x83\xa3Follow @nftjakey and @Player069NFT 2\xe2\x83\xa3RT + LIKE3\xe2\x83\xa3Tag 3 friends  Lil Bonus entry, join discord:  winners!24 HR #solana  #NFTGiveaway ';Solana
2022-03-21-16:49:22;b'\xf0\x9f\x8e\x81SOL &amp NFT GIVEAWAY!\xf0\x9f\x8e\x81Prizes:\xf0\x9f\x8f\x86$10 (.1 SOL)\xf0\x9f\x8f\x862x NFT\xf0\x9f\x8f\x8610x WL Spots1\xe2\x83\xa3Follow @DoodleKoalas &amp @solknight1112\xe2\x83\xa3Retweet and Like3\xe2\x83\xa3Tag 3 FRIENDS\xf0\x9f\x8e\xafBONUS ENTRY!: Turn NOTIS ONEnds in 24 HOURS\xe2\x8f\xb3#Solana #SolanaGiveaway #NotiMob ';Solana
2022-03-21-16:49:22;b'Discord is now LIVE \xf0\x9f\x94\xa5To celebrate, we are doing a #Giveaway! \xf0\x9f\x91\x80\xf0\x9f\x8e\x81Prizes\xf0\x9f\x8e\x81\xe2\x9e\xa1\xef\xb8\x8f0.3 SOL\xe2\x9e\xa1\xef\xb8\x8f10 WL Spots\xe2\x9e\xa1\xef\xb8\x8f1 Comedy Ape #NFT To Enter:\xe2\x9e\xa1\xef\xb8\x8fFollow us, RT &amp \xe2\x9d\xa4\xef\xb8\x8f \xe2\x9e\xa1\xef\xb8\x8fTag 2 Friends\xe2\x9e\xa1\xef\xb8\x8fJoin our discord: 24 Hours#NFTGiveaways #SolanaNFTs #NFTdrops #NFTCommunity ';Solana
2022-03-21-16:49:22;b'\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80 #NFTGiveaway \xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x93\xa2 Join your favorite NFL Team!\xf0\x9f\x94\xa5 Already 20+ Teams Sold Out!\xf0\x9f\x8f\x86 Prizes: \xf0\x9f\x8e\x81 0.5 $SOL - 50 $\xf0\x9f\x8e\x81 1 \xf0\x9d\x90\x96\xf0\x9d\x90\x9a\xf0\x9d\x90\xac\xf0\x9d\x90\xa1\xf0\x9d\x90\xa2\xf0\x9d\x90\xa7\xf0\x9d\x90\xa0\xf0\x9d\x90\xad\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7 \xf0\x9d\x90\x91\xf0\x9d\x90\x9e\xf0\x9d\x90\x9d\xf0\x9d\x90\xac\xf0\x9d\x90\xa4\xf0\x9d\x90\xa2\xf0\x9d\x90\xa7\xf0\x9d\x90\xac #NFT \xe2\x9c\x85 \xe2\x9d\xa4\xef\xb8\x8f RT &amp Tag Friends\xe2\x9c\x85 Follow @SOL_NFL_PLAYER &amp @MintOfTheDay \xf0\x9f\x94\x94\xe2\x8f\xb0 2 winners - 48h!#MintOfTheDay \xf0\x9f\x9a\x80 ';Solana
2022-03-21-16:49:22;b'\xf0\x9f\xa7\xa1 #Giveaway \xf0\x9f\xa7\xa1Prizes :\xf0\x9f\x8f\x86 1x #NFT (after mint)\xf0\x9f\x8f\x86 50$ ~ $SOLTo Win1\xef\xb8\x8f\xe2\x83\xa3 Follow @MetaWeatherNFT &amp @TikiTuka_2\xef\xb8\x8f\xe2\x83\xa3RT + LIKE3\xef\xb8\x8f\xe2\x83\xa3Tag a friend \xe2\x8f\xb324h #Solana #NFTGiveaway ';Solana
2022-03-21-16:49:22;b'Honest question, do we need to send a Muslim to space to come out with panduan Solat di angkasa lepas? If we don\xe2\x80\x99t need to, there\xe2\x80\x99s no relevance here.';Solana
2022-03-21-16:49:22;b'Happily holding these Cybogrez earning $14/day! Keeping my fairyz too! @ZankokuLabz \xf0\x9f\x9a\x80 @Solana_GoddessToken $JUNKz at $1.41 \xf0\x9f\x91\x80FP at 21 sol Cybogrez \xf0\x9f\x94\xa5FP at 7.7 sol Fairyz \xf0\x9f\x98\x8dLove it! The team just keeps on grinding! \xf0\x9f\xa4\x9d\xf0\x9f\x92\xaa\xf0\x9f\x91\x8d\xf0\x9f\x99\x8c#SolanaNFTs #NFTStaking #NFTS #NFTCommunity';Solana
2022-03-21-16:49:23;b'\xf0\x9f\x8f\x86 #NFTGiveaway \xf0\x9f\x8f\x86\xf0\x9f\xa5\x87 5x WL spots #NFT\xf0\x9f\xa5\x88 0.5 $SOL (50$) \xf0\x9f\x92\xb8\xf0\x9f\x91\x87Rules:1\xef\xb8\x8f\xe2\x83\xa3 Follow @Chromo_promo + @playsoulsplit 2\xef\xb8\x8f\xe2\x83\xa3 RT &amp \xf0\x9f\xa4\x8d this3\xef\xb8\x8f\xe2\x83\xa3 \xf0\x9f\xa4\x8d+ Reply gm in their Pinned Tweet\xe2\x8f\xb024H#NFTdrop #nftcollector #NFTartists #NFTartwork #NFTs #NFTCollection #NFTProject #nftart #Solana ';Solana
2022-03-21-16:49:23;b'To celebrate new partnership with @degencoinflip GIVING AWAY 3 SOL TO 3 LUCKY DEGENS.To  ENTER:- LIKE + RT- FOLLOW both @degencoinflip + @CyberVillainz  - Tag 2 friends- Play at  and post a TX ID or screenshot below.WINNER PICKED in 3 days. \xf0\x9f\xa5\xa6 ';Solana
2022-03-22-16:49:24;b'RT @CryptoAnglio: Improving my Discord BIG TIME This will be one of the best ALPHA groups in $SOL mark my words';Solana
2022-03-22-16:49:24;b'RT @SolGiverNFT: \xf0\x9f\x8e\x81 $SOL GIVEAWAY \xf0\x9f\x8e\x81\xf0\x9f\x8f\x86$1 ( $SOL )  1\xe2\x83\xa3Follow @SolGiverNFT \xf0\x9f\x94\x942\xe2\x83\xa3RT + TAG 3\xf0\x9f\x8e\xafBonus: RT Pinned24H #Solana\xc2\xa0#NFTGiveaway';Solana
2022-03-22-16:49:24;b'\xf0\x9f\x8e\x81 GIVEAWAY \xf0\x9f\x8e\x81 \xf0\x9f\x91\x89Project - @GhostfaceNFTPrize: \xf0\x9f\x8f\x860.5 sol\xf0\x9f\x8f\x861x WL spots To Enter:1\xef\xb8\x8f\xe2\x83\xa3 Follow @GhostfaceNFT &amp @supersol__2\xef\xb8\x8f\xe2\x83\xa3 Like &amp RT 3\xef\xb8\x8f\xe2\x83\xa3 Tag 3 frens4\xef\xb8\x8f\xe2\x83\xa3 Join Discord -  in 24 hours \xf0\x9f\x94\x94#sol #solana #solananfts #nft #nfts #nftcommunity ';Solana
2022-03-22-16:49:24;b'\xf0\x9f\x8e\x81NIGHT GIVEAWAY!\xf0\x9f\x8e\x81Prizes:\xf0\x9f\x8f\x86.25 SOL (~$25)To enter2\xe2\x83\xa3Follow @ElectroExtant 3\xe2\x83\xa3LIKE and RT4\xe2\x83\xa3Tag 3 Friendswinner when i awake #solana #NFTGiveaway';Solana
2022-03-22-16:49:24;b'\xf0\x9f\x94\xb9 TOP Coins by Galaxy Score! 22 March 2022@OlympusGrowth $OHM@elongateog #ELONGATE @JasmyMGT $JASMY@Bitcoin $BTC@terafoundation $TERA@beethoven_x $BEETS@ethereum $ETH@Cardano $ADA@Filecoin $FIL@BabyDogeCoin #BabyDogeCoin #BabyDoge ';Cardano
2022-03-22-16:49:25;b'\xf0\x9f\x8e\x81 GIVEAWAY \xf0\x9f\x8e\x81 \xf0\x9f\x8f\x86.5 $SOL ($50)\xf0\x9f\x8f\x865x WL Spots To Enter: 1\xe2\x83\xa3Follow @BabyPandaCafe &amp @TheSolanaBoss 2\xe2\x83\xa3RT, \xe2\x9d\xa4\xef\xb8\x8f &amp tag 2 friends\xf0\x9f\x94\x94Winners announced in 48 hours\xf0\x9f\x94\x94 #SolanaNFTs\xc2\xa0 #NFTGiveaway ';Solana
2022-03-22-16:49:25;b'\xf0\x9f\x8e\x89SOL GIVEAWAY!!\xf0\x9f\x8e\x89Just got myself 2 @millionairemole!Cool art, strong utility with live gaming site \xf0\x9f\x8e\xb0Prize: 2 SOL (2 people win 1 SOL)To enter:- Follow @playmatejaylene &amp @millionairemole - Like and RT- Tag two friends ';Solana
2022-03-22-16:49:25;b'3 Avax $270 USD Giveaway 3 winners 3 #Avax\xc2\xa0 DODO is an On-Chain Liquidity Provider for everyone.Aims to be the Best Decentralize Exchange(DEX) on trading volumes.\xf0\x9f\x94\xb4RT &amp Like \xf0\x9f\x94\xb4Follow @AvaxMarket &amp @BreederDodo \xf0\x9f\x94\xb4Tag 2 friends72\xe2\x8f\xb3#Avax\xc2\xa0 #Giveaway #Avalanche\xc2\xa0$APE #SOL';Solana
2022-03-22-16:49:25;b'\xf0\x9f\x8e\x81 #NFTGiveaway \xf0\x9f\x8e\x81Prizes:\xf0\x9f\x92\xa5 1x NFT (Worth 150$) \xf0\x9f\x8f\x86\xf0\x9f\x92\xa5 5x WL \xf0\x9f\x8e\xab\xf0\x9f\x92\xa5 0.2 #Sol \xf0\x9f\x92\xb5RULES\xe2\xac\x87\xef\xb8\x8f1\xef\xb8\x8f\xe2\x83\xa3 Follow @thesolasis_ &amp @ForzaNft2\xef\xb8\x8f\xe2\x83\xa3 \xe2\x9d\xa4\xef\xb8\x8f &amp RT3\xef\xb8\x8f\xe2\x83\xa3 Tag 2+ #NFT Friends\xe2\x8f\xb0 24H\xf0\x9f\x8e\x89Join Discord for extra chance:  #NFTs #NFTGiveaways #Solana #Airdrop #art ';Solana
2022-03-22-16:49:25;b'RT @SolGiverNFT: \xf0\x9f\x8e\x81 $SOL GIVEAWAY \xf0\x9f\x8e\x81\xf0\x9f\x8f\x86$1 ( $SOL )  1\xe2\x83\xa3Follow @SolGiverNFT \xf0\x9f\x94\x942\xe2\x83\xa3RT + TAG 3\xf0\x9f\x8e\xafBonus: RT Pinned24H #Solana\xc2\xa0#NFTGiveaway';Solana
2022-03-22-16:49:25;b'3 Avax $270 USD Giveaway 3 winners 3 #Avax\xc2\xa0 DODO is an On-Chain Liquidity Provider for everyone.Aims to be the Best Decentralize Exchange(DEX) on trading volumes.\xf0\x9f\x94\xb4RT &amp Like \xf0\x9f\x94\xb4Follow @AvaxMarket &amp @BreederDodo \xf0\x9f\x94\xb4Tag 2 friends72\xe2\x8f\xb3#Avax\xc2\xa0 #Giveaway #Avalanche\xc2\xa0$APE #SOL';Solana
